"转让人","受让人","申请人地区","受让人地址","转让人省份","受让人省份"
"安华高科技杰纳勒尔IP(新加坡)私人有限公司; 安华高科技通用IP(新加坡)公司; 安捷伦科技有限公司; 安华高科技ECBUIP(新加坡)私人有限公司","安华高科技ECBUIP(新加坡)私人有限公司; 原相科技股份有限公司; 安华高科技杰纳勒尔IP(新加坡)私人有限公司; 安华高科技通用IP(新加坡)公司","新加坡","中国台湾新北市; 新加坡新加坡市","新加","中国"
"湖南中芯数字技术有限公司; 王国秋; 湖南华冠数码科技有限公司; 湖南启泰信息技术有限公司","王国秋; 湖南华冠数码科技有限公司; 湖南启泰信息技术有限公司","湖南","410006 湖南省长沙市岳麓区尖山路39号长沙中电软件园内; 410073 湖南省长沙市开福区科大佳园梧桐苑13-403; 湖南省长沙市高新技术产业开发区火炬城MO栋7楼  邮编 :  410080; 410073 湖南省长沙市开福区科大佳园梧桐苑13-403号","湖南","41"
"美国西门子医疗解决公司; 西门子共同研究公司","美国西门子医疗解决公司; 西门子医疗有限公司","美国","德国埃朗根","美国","德国"
"安捷伦科技有限公司; 安华高科技ECBUIP(新加坡)私人有限公司; 安华高科技通用IP(新加坡)公司; 安华高科技杰纳勒尔IP(新加坡)私人有限公司","安华高科技杰纳勒尔IP(新加坡)私人有限公司; 安华高科技通用IP(新加坡)公司; 原相科技股份有限公司; 安华高科技ECBUIP(新加坡)私人有限公司","新加坡","新加坡新加坡市; 中国台湾新北市","新加","新加"
"张金奎熊晖严杰周烽; 北京邦诺存储科技有限公司; 祝夭龙","祝夭龙; 杭州海康威视数字技术股份有限公司; 北京邦诺存储科技有限公司; 张金奎熊晖严杰","北京","310051 浙江省杭州市滨江区东流路700号","北京","31"
"致伸科技股份有限公司; 德鑫科技股份有限公司","北京德星电子科技有限公司; 致伸科技股份有限公司","台湾","100080 北京市海淀区彩和坊路10号1+1大厦2层","台湾","10"
"江西巴士在线传媒有限公司; 美盛传媒(中国)有限公司","巴士在线(中国)有限公司; 巴士在线科技有限公司","江西","330096 江西省南昌市高新开发区火炬大街201号","江西","33"
"安华高科技杰纳勒尔IP(新加坡)私人有限公司; 安华高科技光纤IP(新加坡)私人有限公司","安华高科技光纤IP(新加坡)私人有限公司; 阿文泊资产有限责任公司","新加坡","美国特拉华州","新加","美国"
"北京邦诺存储科技有限公司; 张金奎熊晖严杰; 祝夭龙","祝夭龙; 杭州海康威视数字技术股份有限公司; 北京邦诺存储科技有限公司; 张金奎熊晖严杰","北京","310051 浙江省杭州市滨江区东流路700号","北京","31"
"北京邦诺存储科技有限公司; 申请; 熊晖; 严杰; 张金奎; 祝夭龙","北京邦诺存储科技有限公司; 杭州海康威视数字技术股份有限公司; 熊晖; 严杰; 张金奎; 祝夭龙","北京","310051 浙江省杭州市滨江区东流路700号","北京","31"
"北京邦诺存储科技有限公司; 熊晖; 严杰; 张金奎; 祝夭龙","北京邦诺存储科技有限公司; 杭州海康威视数字技术股份有限公司; 熊晖; 严杰; 张金奎; 祝夭龙","北京","310051 浙江省杭州市滨江区东流路700号","北京","31"
"北京兆日科技有限责任公司; 深圳兆日技术有限公司","深圳兆日技术有限公司; 兆日科技(深圳)有限公司","广东","518040 深圳市福田区车公庙泰然工业区213栋6层C座","广东","51"
"深圳兆日技术有限公司; 北京兆日科技有限责任公司","兆日科技(深圳)有限公司; 深圳兆日技术有限公司","广东","518040 深圳市福田区车公庙泰然工业区213栋6层C座","广东","51"
"港湾网络有限公司; 华为技术有限公司","华为技术有限公司; 北京产权交易所有限公司","广东","100033 北京市西城区金融大街甲17号","广东","10"
"安华高科技杰纳勒尔IP(新加坡)私人有限公司; 安华高科技ECBUIP(新加坡)私人有限公司","安华高科技ECBUIP(新加坡)私人有限公司; 安华高科技通用IP(新加坡)公司","新加坡","新加坡新加坡市","新加","新加"
"港湾网络有限公司; 华为技术有限公司","华为技术有限公司; 北京康邦科技有限公司","广东","100083 北京市海淀区中关村东路18号财智国际大厦B座23层","广东","10"
"北京易恒信认证科技有限公司; 南相浩; 赵建国","赵建国; 南相浩; 北京易恒信认证科技有限公司","北京","北京市石景山区石景山路40号信安大厦三层E-G区  邮政编码 : 100042","北京","北京"
"王凯; 北京易品世纪信息技术有限公司","北京易品世纪信息技术有限公司; 北京黑米世纪信息技术有限公司","北京","北京市丰台区丰华苑7号院2号楼2209,   邮政编码 : 100071","北京","北京"
"武汉矽感数码有限公司; 深圳市旭感和诚信息技术有限公司; 武汉矽感科技有限公司; 深圳矽感科技有限公司; 深圳市和诚科技实业有限公司","武汉矽感科技有限公司; 深圳市旭感和诚信息技术有限公司; 武汉矽感数码有限公司","广东","430023 湖北省武汉市常青花园外环路240号楼B座7层; 430000 湖北省武汉市东西湖区三店农场二大队","广东","43"
"上海框架广告发展有限公司; 刘磊","分众(中国)信息技术有限公司; 上海框架广告发展有限公司","北京","201203 上海市张江高科技园区张江路91号10幢3楼305-306室","北京","20"
"四川德先科技有限公司; 成都德先通信发展有限公司","广东品胜电子股份有限公司; 四川德先科技有限公司","四川","518173 深圳市龙岗区横岗镇六约牛始埔村金塘工业区勤富一街9号","四川","51"
"深圳矽感科技有限公司; 武汉矽感数码有限公司; 武汉矽感科技有限公司","武汉矽感科技有限公司; 武汉矽感数码有限公司","广东","430023 湖北省武汉市常青花园外环路240号楼B座7层; 430000 湖北省武汉市东西湖区三店农场二大队","广东","43"
"武汉矽感科技有限公司; 深圳矽感科技有限公司","武汉矽感数码有限公司; 武汉矽感科技有限公司","广东","430000 湖北省武汉市东西湖区三店农场二大队","广东","43"
"上海一一六研究所; 上海建科伟业电子信息有限公司","上海建科伟业电子信息有限公司; 上海一一六研究所","上海","上海市徐汇区上中路600号, 邮编 : 200231","上海","上海"
"武汉矽感数码有限公司; 武汉矽感科技有限公司; 深圳矽感科技有限公司","武汉矽感科技有限公司; 武汉矽感数码有限公司","广东","430023 湖北省武汉市常青花园外环路240号楼B座7层; 430000 湖北省武汉市东西湖区三店农场二大队","广东","43"
"江苏新科电子集团有限公司; 新科电子集团有限公司","新科电子集团有限公司; 常州武进武新资产经营有限公司","江苏","213159 江苏省常州市武进区湖塘镇延政中路28号","江苏","21"
"陞技电脑股份有限公司; 英属开曼群岛商环茂控股股份有限公司","英属开曼群岛商环茂控股股份有限公司; 环旭电子股份有限公司","台湾","201203 上海市张江高科技园区张东路1558号","台湾","20"
"宣普科技股份有限公司; 新普科技股份有限公司","新普科技股份有限公司; 台湾德尔福有限公司","台湾","中国台湾, 邮编 : 000000","台湾","中国"
"塔里根特公司; 对象技术许可公司","对象技术许可公司; 苹果公司","美国","美国加利福尼亚州","美国","美国"
"北京南思达科技发展有限公司; 北京多思科技工业园股份有限公司","北京多思科技工业园股份有限公司; 北京南思达科技发展有限公司; 北京多思科技发展有限公司; 北京天宏绎网络技术有限公司","北京","北京市海淀区中关村南大街甲56号方圆大厦B801  邮编 :  100080; 北京市海淀区红山口甲3号工程维修大队新综合楼189号三层  邮编 :  100091","北京","北京"
"北京南思达科技发展有限公司; 北京多思科技工业园股份有限公司","北京多思科技工业园股份有限公司; 北京多思科技发展有限公司; 北京天宏绎网络技术有限公司","北京","北京市海淀区中关村南大街甲56号方圆大厦B801  邮编 :  100080; 北京市海淀区红山口甲3号工程维修大队新综合楼189号三层  邮编 :  100091","北京","北京"
"西门子公司","诺基亚西门子通信有限责任两合公司","德国","联邦德国慕尼黑","德国","联邦"
"皇家菲利浦电子有限公司; NXP股份有限公司","NXP股份有限公司; 卡莱汉系乐有限公司","荷兰","美国特拉华","荷兰","美国"
"皇家菲利浦电子有限公司; 爱立信调制解调器有限公司; 爱立信公司; 意法爱立信有限公司(清算中); NXP股份有限公司","NXP股份有限公司; 爱立信公司; 瑞典爱立信有限公司; 爱立信调制解调器有限公司; 意法爱立信有限公司(清算中)","荷兰","瑞典斯德哥尔摩; 瑞士大萨孔内; 瑞士普朗莱乌特尚德菲耶路39号","荷兰","瑞典"
"北京青谷科技有限公司; 刘中华","刘中华; 北京青谷科技有限公司; 北京爱易玛克科技有限公司","北京","北京市朝阳区北苑路170号凯旋城8号楼2单元903室  邮编 :  100029","北京","北京"
"西门子公司; 诺基亚通信公司; 诺基亚通信有限责任两合公司","诺基亚西门子通信有限责任两合公司; HMD全球公司; 诺基亚通信公司","德国","德国慕尼黑; 芬兰埃斯波","德国","德国"
"微软公司; 安华高科技杰纳勒尔IP(新加坡)私人有限公司","安华高科技杰纳勒尔IP(新加坡)私人有限公司; 原相科技股份有限公司","美国","中国台湾新竹","美国","中国"
"TST无接触传感技术销售公司; 无接触传感器技术有限公司","TST生物测定学股份公司; TST无接触传感技术销售公司","瑞士","瑞士苏黎世","瑞士","瑞士"
"皇家菲利浦电子有限公司; NXP股份有限公司","NXP股份有限公司; 国泰银恩企业有限责任公司","荷兰","美国特拉华州","荷兰","美国"
"JGR探索股份有限公司; 开创网络有限公司; 第一商业股份有限公司","开创网络有限公司; 红帽子股份有限公司; JGR探索股份有限公司","美国","美国特拉华州; 美国北卡罗来纳州","美国","美国"
"皇家菲利浦电子有限公司; 方阵科技股份有限公司; NXP股份有限公司","NXP股份有限公司; 厉悦资本有限责任公司; 方阵科技股份有限公司","荷兰","美国特拉华州; 中国台湾新竹市","荷兰","美国"
"皇家菲利浦电子有限公司; NXP股份有限公司","NXP股份有限公司; DSP集团瑞士股份公司","荷兰","瑞士苏黎世","荷兰","瑞士"
"字原技术有限公司","字原(加拿大)有限公司","美国","加拿大阿尔伯达省卡尔加里市西南区第七大道840号21层  邮编 :","美国","加拿"
"NXP股份有限公司; 皇家菲利浦电子有限公司","卡莱汉系乐有限公司; NXP股份有限公司","荷兰","美国特拉华","荷兰","美国"
"皇家菲利浦电子有限公司; NXP股份有限公司; 三叉微系统(远东)有限公司","NXP股份有限公司; 三叉微系统(远东)有限公司; 熵通信有限公司","荷兰","开曼群岛大开曼岛; 美国加利福尼亚州","荷兰","开曼"
"诺基亚有限公司; 希姆·列","诺基亚有限公司; 诺基亚技术有限公司","芬兰","芬兰埃斯波","芬兰","芬兰"
"大唐电信科技股份有限公司微电子分公司","大唐微电子技术有限公司","北京","北京市海淀区永嘉北路6号  邮编 :  100094","北京","北京"
