"转让人","受让人","IPC分类号"
"南京侃侃信息科技有限公司","南京苏技服信息技术有限公司","G10L15/183; G06F16/63"
"吉林省北方医药有限责任公司","北京极鸥科技有限公司","G06F1/16"
"广州方维信息科技有限公司; 华为技术有限公司","北京易通峰联信息技术有限公司; 广州方维信息科技有限公司","H04L1/00"
"王昱淇","北京华电众信技术股份有限公司","G06F16/29; G06F16/957; G06F12/0897; G06F12/0875; G06F12/123; G06F12/128; H04L29/08"
"中国工程物理研究院化工材料研究所","四川浩康科技有限公司","G06F17/50"
"西安交通大学","西安森领达电气信息有限公司","G06F1/02"
"北京航空航天大学","北京酷豹科技有限公司","G06F16/71; G06F16/732"
"成都科曦科技有限公司; 温岭卓致智能科技有限公司","温岭卓致智能科技有限公司; 河南逸家繁星科技发展有限公司","G06Q50/12"
"北京奥斯达兴业科技有限公司","西安艾润物联网技术服务有限责任公司","H04L29/08; G07B15/00"
"弗洛格(武汉)信息科技有限公司","王文欢","H04L29/08; H04L12/24"
"中国石油天然气集团有限公司; 中国石油管道局工程有限公司","中国石油天然气集团有限公司; 中国石油管道局工程有限公司; 中国石油天然气管道工程有限公司","G06F30/20; G06Q10/06; G06Q50/06; G06F113/14"
"张昊华; 北京积水潭医院","北京积水潭医院; 张昊华; 北京新动作科技有限公司","G06T7/33; G06T7/50; G06T7/00"
"湖南工业大学","株洲启益晨机电科技有限公司","G06F16/903; G06F21/62"
"苏州大学; 江苏苏大投资有限公司","江苏苏大投资有限公司; 江苏深远海洋信息技术与装备创新中心有限公司","H04L12/721; H04L12/729; H04L1/00; H04L45/125"
"北京航空航天大学; 北京科迈玄机医疗科技有限公司; 北京科迈启元科技有限公司","北京科迈启元科技有限公司; 北京科迈玄机医疗科技有限公司","G06T19/00; G06T7/80; G06T5/50"
"许昌学院","河北中色测绘有限公司","G06T7/33"
"武汉理工大学","浙江时空智子大数据有限公司","G06T17/05; G06T7/10"
"哈尔滨理工大学","黑龙江华电网络信息产业集团股份有限公司","H04L9/06; H04L9/28; H04L29/06"
"辽宁科技大学","山东万事达专用汽车制造有限公司","H04L29/06; G06F9/54"
"云南电网有限责任公司电力科学研究院; 天津航天中为数据系统科技有限公司","云南电网有限责任公司电力科学研究院","G06K9/00; G06K9/46"
"北京联合大学","苏州天瞳威视电子科技有限公司","G06K9/00; G06K9/46; G06K9/62"
"南昌世弘高科技有限公司","南昌世弘泛亚科技股份有限公司","G06F3/01"
"北京文安智能技术股份有限公司","江苏华衍智能技术有限公司","G06K9/32; G06N3/02"
"浙江工业大学","四川久远银海软件股份有限公司","G06F8/36"
"广东家易科技有限公司","惠州匠韵智能科技有限公司; 深圳匠韵智能有限公司","G06Q10/10; G06F16/9535; G06F16/958"
"南方电网科学研究院有限责任公司; 中国南方电网有限责任公司电网技术研究中心; 广东电网有限责任公司佛山供电局","南方电网科学研究院有限责任公司; 广东电网有限责任公司佛山供电局","G06F30/18; G06F113/04"
"国网山东省电力公司济南供电公司; 国家电网有限公司","国网山东省电力公司济南供电公司; 国家电网有限公司; 国网山东省电力公司济南市济阳区供电公司","G06Q10/04; G06Q50/06"
"河南科技大学; 西安点创电子科技有限公司","西安点创电子科技有限公司; 南通海嘉智能科技有限公司","H04L1/00; H04L27/18; H04B1/707"
"天津大学","起硕(天津)智能科技有限公司","G06F16/332; G06F16/951"
"深圳市楠菲微电子有限公司; 深圳市风云实业有限公司","深圳市风云实业有限公司","H04L12/721; H04L12/761; H04L12/46; H04L45/16"
"成都观界创宇科技有限公司","成都美若梦景科技有限公司","G06T3/00"
"法国布雷维茨公司","国立科学研究中心","H04L29/06"
"上海云英谷科技有限公司","昆山云英谷电子科技有限公司","G06F3/01; G02B27/01"
"艾奎菲股份有限公司; 派克赛斯国际有限责任公司","派克赛斯国际有限责任公司; 派克赛斯有限责任公司","G06V10/147; G06V10/44; G06V10/74; G06K9/62; G01S17/86; G01S17/894; G01S7/497; H04N13/254; H04N13/271; H04N13/246; H04N13/25; G06V10/24"
"电子科技大学; 济南世纪优势信息科技有限公司","济南世纪优势信息科技有限公司; 齐鲁电科(山东)科技成果转化有限公司","G06K9/00; G06K9/46; G06K9/62"
"理岸(北京)科技服务集团有限公司; 北京中联浩科技服务有限公司; 南通海嘉智能科技有限公司; 北京工业大学","南通海嘉智能科技有限公司; 理岸(北京)科技服务集团有限公司; 南通赛亚斯科技有限公司; 北京中联浩科技服务有限公司","G06F30/20"
"中国石油天然气股份有限公司; 国家管网集团北京管道有限公司","国家石油天然气管网集团有限公司; 国家管网集团北京管道有限公司","G06F17/10"
"网络洞察力知识产权公司","直播瑞典有限公司","H04L1/00; H04L12/801"
"天津北芯微科技有限公司","北京中科银河芯科技有限公司","G06F13/40; G06F13/42"
"浙江工商大学","杭州信雅达三佳系统工程股份有限公司","H04L9/08; H04L9/30; H04L9/32; H04L29/06; G06Q20/20"
"西安科技大学; 九尔(西安)知识产权服务有限公司; 贾志娟","九尔(西安)知识产权服务有限公司; 贾志娟; 陕西蜗牛登顶电子科技有限公司","G06F17/50"
"黑龙江大学","申合信科技集团有限公司","H04L29/06; H04L12/58"
"广东电网有限责任公司惠州供电局; 惠州电力勘察设计院有限公司; 广州市奔流电力科技有限公司","广东电网有限责任公司惠州供电局; 惠州电力勘察设计院有限公司","G06Q50/06; G06F30/20"
"滕敏","深圳百立特物联科技有限公司","H04L12/28; H04W84/12"
"浙江浩腾电子科技股份有限公司","丽水浩腾光能科技有限公司","G06K9/46; G06K9/62"
"武汉中软通证信息技术有限公司","北京万盛华通科技有限公司","G06F9/451"
"武汉中软通证信息技术有限公司","兰州中和科技有限责任公司","H04L9/08; H04L9/06; G06F21/62"
"中国特种设备检测研究院","中特检验集团有限公司","H04L12/40"
"华东师范大学","上海丰蕾信息科技有限公司","G06F8/20"
"罗莱生活科技股份有限公司; 上海罗莱家用纺织品有限公司","罗莱生活科技股份有限公司; 上海罗莱生活科技有限公司; 上海罗莱家用纺织品有限公司","D03C19/00"
"广东金赋科技股份有限公司","深圳金赋科技有限公司; 广东金赋科技股份有限公司","G06F16/25"
"广西交科集团有限公司","广西交科集团有限公司; 广西北投交通养护科技集团有限公司","G06F30/13; G06F30/20; G06F119/04"
"上海溢米教育科技有限公司","浙江溢米教育科技有限公司","G06F16/242; G06F3/0484; G06T11/60; G09B5/08"
"重庆凯泽科技股份有限公司","奕景慧通智能科技(重庆)有限公司","G06K9/00"
"深圳市美超技研有限公司","深圳市本特利科技有限公司","H04L12/771; H04L29/06; H04L45/60"
"天津工业大学","南京聚赢信息技术有限公司","G06K9/00; G16H50/30"
"华中科技大学无锡研究院","江苏集萃华科智能装备科技有限公司","G06T7/70"
"鲍兆伟","河北友联橡胶制品有限公司","G06F30/20"
"镇江拓普企业管理咨询有限公司; 江苏大学","扬中市冠捷科创有限公司; 镇江拓普企业管理咨询有限公司","H02P21/22; H02P25/024; H02P27/08"
"内存技术有限责任公司","江波龙电子(香港)有限公司","G06F3/06; G06F12/06; G06F21/80; G06F12/14"
"北京奇虎科技有限公司","北京鸿腾智能科技有限公司","H04L29/06; H04L29/12"
"吴中区穹窿山倪源交通器材经营部","中兴(温州)轨道通讯技术有限公司","G06Q10/06; G06Q50/30"
"上海百芝龙网络科技有限公司","常州百芝龙智慧科技有限公司","G06K9/00; G06K9/46; G06T7/215; G10L17/00"
"安徽大学","合肥市正茂科技有限公司","G06K9/00; G06K9/62; G08G1/017"
"森海塞尔通信公司","森海塞尔电子有限两合公司; EPOS集团公司","H04L9/32; H04W76/14; H04W4/80"
"深圳光启合众科技有限公司","山西翼天下智能科技有限公司","G06N3/00; G06N3/04; G06N3/08"
"深圳光启合众科技有限公司","新沂阿凡达智能科技有限公司","G06T7/10; G06T7/194; G06T7/90; G06V10/25; G06V10/44; G06V10/56"
"北京奇虎科技有限公司; 三六零科技集团有限公司","三六零科技集团有限公司; 北京鸿享技术服务有限公司","G06F11/36"
"北京工业大学","北京格物博图科技有限公司","G06Q10/06; G06Q50/30"
"航天信息股份有限公司","航天网安技术(深圳)有限公司","H04L29/06"
"华为技术有限公司; 广州方维信息科技有限公司","广州方维信息科技有限公司; 山东财兜信息科技有限公司","H04L12/24; H04L29/08"
"海致网络技术(北京)有限公司","北京海致科技集团有限公司","G06F3/0485"
"上海华点云生物科技有限公司","上海诺翌生物技术有限公司","G06F16/174; G06F16/182; G16B15/00"
"苏州寅初信息科技有限公司","上海利梦欧信息科技有限公司","G06K9/62; G06K9/00; G06K9/20"
"苏州亮磊知识产权运营有限公司","江西深鹿科技有限公司","G06Q10/00"
"苏州亮磊知识产权运营有限公司","易塑科技(深圳)有限公司","G06Q30/06; G06Q10/08"
"上海威惠智能科技有限公司","深圳威惠智能科技有限公司","G06F13/40"
"成都三零盛安信息系统有限公司","成都卫士通信息安全技术有限公司","G06F16/21; G06F16/242"
"广东工业大学","小仙炖霸州食品有限公司","G06T7/11; G06T7/136"
"华中科技大学","武汉烽火众智数字技术有限责任公司","G06K9/62; G06N3/04; G06N3/08"
"深圳大图科创技术开发有限公司","广东盛翔交通工程检测有限公司","G06F30/13; G01M5/00"
"哈尔滨工业大学(威海)","点晶微(厦门)集成电路有限公司","G06F30/3308; G06F30/3312; G06F30/327; G06F30/39; G06F119/06; G06F119/12"
"贵州财富之舟科技有限公司","深圳市水世界信息有限公司","G06K17/00"
"广州立功科技股份有限公司","广州致远电子有限公司","G06F13/42; G06K7/10; G06K17/00"
"中国机械工业集团有限公司","国机集团科学技术研究院有限公司","G06F30/13; G06F30/23"
"聚光科技(杭州)股份有限公司","聚光科技(杭州)股份有限公司; 美境数字科技(杭州)有限公司","G01N15/06; G06N3/08"
"深圳市杰云科技有限公司","深圳市杰云智联科技有限公司","H04L29/08; H04N5/232; G06F13/42"
"广东技术师范大学","广州云帆医疗科技有限公司","G06K9/00; G06N3/08; G16H50/20"
"宁波贤晟信息技术有限公司","宁波容壹信息技术有限公司","G06Q10/10; G06Q10/08"
"西安交通大学","渭南领智三维科技有限公司","G06T17/00"
"长安大学","陕西硕轩信息科技有限公司","G06K9/00"
"无锡顶视科技有限公司","上海安维尔信息科技股份有限公司; 无锡顶视科技有限公司","G06T7/70; G06T7/32"
"临沂市博信机械有限公司","山东世联环保科技开发有限公司","G06T19/00"
"中车株洲电力机车有限公司","中车株洲电力机车有限公司; 湖南智融科技有限公司","H04L29/08"
"滨州东瑞机械有限公司","山东滨瑞精密机械有限公司","G06F30/17; G06F30/20; G06N3/08"
"沈阳工业大学","沈阳明辉机电设备有限公司","G06K9/62; G06K9/34; G06K9/46; G06K9/40"
"奇酷互联网络科技(深圳)有限公司; 深圳市知赢科技有限公司","深圳市知赢科技有限公司; 张维","H04L12/58; G06F16/683"
"北京艺鉴通科技有限公司","北京新知堂教育科技开发有限公司","G06V20/80; G06V10/74"
"厦门大学","厦门大学; 厦门市巨龙信息科技有限公司","H04L29/06; H04L29/08"
"戴尔菲技术公司","APTIV技术有限公司","G06T7/277; G06T7/80"
"北京航空航天大学","永能动力(北京)科技有限公司","G06F17/50"
"南京理工大学","南京艾特斯科技有限公司","H04L12/24; H04L29/06"
"国能信控互联技术有限公司","国能信控互联技术有限公司; 国能浙能宁东发电有限公司","H04L12/40"
"李红旮; 姜仁荣; 黄晓霞","中国科学院空天信息创新研究院","G06Q10/04; G06Q50/16"
"上海为然环保科技有限公司","广东名城环境科技有限公司","G06Q10/04; G06Q50/26"
"四川中大云科科技有限公司","五河县纬立农业科技有限公司","H04L12/729; H04L12/733; H04L12/801; H04L45/125; H04L45/122"
"吴有亮","奇捷科技股份有限公司","G06F21/71"
"深圳大森智能科技有限公司","深圳米瑞科信息技术有限公司","G06F21/32"
"常卫华","北京花晗科技有限公司","H04L29/06; H04L9/32"
"北京中科睿芯科技集团有限公司","北京中科睿资科技有限公司","H04L12/24; H04N7/18"
"北京科技大学; 北京理工大学","北京明易达科技股份有限公司","G06N3/12; G06Q10/10"
"兰州海防信息科技有限公司","兰州恒达彩印包装有限责任公司","G06F40/109; G06F9/54"
"吉林大学","厦门金龙联合汽车工业有限公司","G06F17/50"
"武汉翼海云峰科技有限公司","深圳市翼海云峰科技有限公司","G06F16/22"
"杭州电子科技大学; 浙知交(杭州)知识产权运营有限公司","浙知交(杭州)知识产权运营有限公司; 浙江七升数智科技有限公司","G06F16/21; G06Q10/08; G06K17/00"
"苏州大学","天津欧巡科技有限公司","G06T5/00"
"欧芬诺有限责任公司","本田技研工业株式会社","H04L1/18; H04L5/00; H04W74/08; H04W52/28"
